[ 1729.165405,	2299.028809,	542.228638,	446.583740,	2322.649170,	2132.978760,	740.963196,	735.497131,	193.464188,	669.484802,	0.000000,	990.857666,	2333.271973,	582.049011,	704.280151,	360.980255,	784.349426,	2252.261230,	199.545227,	394.031830,	585.026794,	2290.376465,	990.115295,	423.394958,	192.321732,	1011.173706,	2299.028809,	998.766602,	599.907837,	1013.555786,	]
[ 1299.188232,	1586.057007,	526.150146,	733.001465,	1400.433228,	1532.412109,	995.324829,	1038.007202,	898.181152,	1048.163330,	990.857666,	0.000000,	1454.243530,	1000.193420,	1086.636963,	691.967285,	1105.862427,	1511.679810,	886.221741,	598.438477,	506.857635,	1556.571533,	3.376607,	916.637512,	902.159790,	21.395876,	1586.057007,	16.394600,	1005.437744,	1048.651611,	]
[ 1091.440308,	521.355957,	1971.056152,	2179.586182,	187.983170,	772.599915,	2441.556152,	2486.273438,	2176.718506,	2501.119629,	2333.271973,	1454.243530,	0.000000,	2454.402832,	2538.644775,	1974.664673,	2552.026611,	438.490509,	2165.732422,	1961.062256,	1957.396240,	462.336395,	1452.973999,	2363.041504,	2179.975830,	1433.737427,	521.355957,	1439.605469,	2459.667725,	1702.547119,	]
[ 2101.436035,	2546.966553,	497.075653,	301.573975,	2396.403809,	2441.061035,	170.380157,	154.503647,	723.047852,	89.377457,	582.049011,	1000.193420,	2454.402832,	0.000000,	129.730286,	745.549255,	204.115662,	2481.737061,	721.298523,	632.209229,	501.684784,	2524.884766,	1001.437866,	168.198914,	724.463684,	1020.791016,	2546.966553,	1014.798157,	17.861179,	1495.820557,	]
[ 2221.579346,	2650.363037,	604.269958,	420.930237,	2472.818115,	2552.860596,	122.064346,	75.372643,	851.160095,	43.575146,	704.280151,	1086.636963,	2538.644775,	129.730286,	0.000000,	874.498840,	82.662682,	2582.794434,	849.708191,	757.685852,	602.520996,	2626.466797,	1088.169678,	297.632721,	852.475891,	1106.605591,	2650.363037,	1101.870239,	113.439598,	1624.930664,	]
[ 1398.265747,	1941.698975,	412.176788,	475.354218,	1969.363647,	1785.002197,	860.116150,	875.303711,	212.378799,	831.990112,	360.980255,	691.967285,	1974.664673,	745.549255,	874.498840,	0.000000,	940.370239,	1893.093628,	200.450653,	158.624557,	453.834839,	1931.701782,	690.444153,	582.034485,	216.180069,	710.082397,	1941.698975,	696.194580,	761.168762,	750.481873,	]
[ 2270.442139,	2680.442871,	645.248352,	476.014709,	2480.084717,	2591.572998,	110.636543,	70.898819,	926.959106,	115.117897,	784.349426,	1105.862427,	2552.026611,	204.115662,	82.662682,	940.370239,	0.000000,	2610.725342,	925.054443,	816.900635,	638.212158,	2654.843994,	1107.614014,	371.509491,	928.414734,	1125.210815,	2680.442871,	1121.500854,	186.540512,	1690.514160,	]
[ 739.531799,	96.468300,	1984.833862,	2187.709473,	617.946411,	343.842346,	2501.017334,	2541.240967,	2075.844971,	2541.844971,	2252.261230,	1511.679810,	438.490509,	2481.737061,	2582.794434,	1893.093628,	2610.725342,	0.000000,	2066.125244,	1916.464111,	1981.382812,	46.067993,	1509.538818,	2364.934814,	2078.543213,	1493.928833,	96.468300,	1495.506226,	2490.119385,	1462.120483,	]
[ 1530.286133,	2110.094727,	527.392578,	510.433533,	2165.329834,	1937.734131,	863.891418,	867.883240,	12.014615,	810.675903,	199.545227,	886.221741,	2165.732422,	721.298523,	849.708191,	200.450653,	925.054443,	2066.125244,	0.000000,	304.313751,	572.302124,	2103.333496,	884.891724,	553.560974,	15.954262,	904.998657,	2110.094727,	891.404907,	738.666565,	817.922302,	]
[ 1475.097290,	1971.913696,	253.593918,	341.710632,	1940.102539,	1836.835815,	728.508850,	748.991455,	315.557465,	714.271118,	394.031830,	598.438477,	1961.062256,	632.209229,	757.685852,	158.624557,	816.900635,	1916.464111,	304.313751,	0.000000,	295.265045,	1957.061646,	597.547119,	479.346649,	319.516327,	618.442688,	1971.913696,	605.744934,	646.251953,	880.717529,	]
[ 1640.665894,	2048.091064,	44.964214,	227.196747,	1907.270874,	1953.374512,	532.577881,	567.412598,	581.798279,	560.934753,	585.026794,	506.857635,	1957.396240,	501.684784,	602.520996,	453.834839,	638.212158,	1981.382812,	572.302124,	295.265045,	0.000000,	2024.815430,	507.694092,	410.139130,	585.407837,	528.028870,	2048.091064,	520.433899,	509.224213,	1138.113892,	]
[ 754.293457,	59.527020,	2027.895996,	2230.357910,	645.353760,	338.531097,	2545.215576,	2585.282471,	2112.955811,	2585.426270,	2290.376465,	1556.571533,	462.336395,	2524.884766,	2626.466797,	1931.701782,	2654.843994,	46.067993,	2103.333496,	1957.061646,	2024.815430,	0.000000,	1554.412476,	2407.173828,	2115.613525,	1538.902588,	59.527020,	1540.379639,	2533.374512,	1488.792969,	]
[ 1296.030884,	1583.811401,	526.725952,	733.716370,	1399.577393,	1529.728638,	997.089844,	1039.702637,	896.855164,	1049.637573,	990.115295,	3.376607,	1452.973999,	1001.437866,	1088.169678,	690.444153,	1107.614014,	1509.538818,	884.891724,	597.547119,	507.694092,	1554.412476,	0.000000,	917.386108,	900.832214,	21.328278,	1583.811401,	14.032827,	1006.735962,	1045.425415,	]
[ 1954.239624,	2426.395264,	392.238068,	183.841660,	2316.710205,	2307.372070,	317.742310,	315.676025,	555.574402,	257.460815,	423.394958,	916.637512,	2363.041504,	168.198914,	297.632721,	582.034485,	371.509491,	2364.934814,	553.560974,	479.346649,	410.139130,	2407.173828,	917.386108,	0.000000,	557.085205,	937.876038,	2426.395264,	929.940125,	185.321335,	1331.071045,	]
[ 1539.248535,	2122.070312,	540.467896,	518.917725,	2180.167725,	1948.327271,	868.858887,	871.982849,	4.002488,	813.818604,	192.321732,	902.159790,	2179.975830,	724.463684,	852.475891,	216.180069,	928.414734,	2078.543213,	15.954262,	319.516327,	585.407837,	2115.613525,	900.832214,	557.085205,	0.000000,	920.943970,	2122.070312,	907.353149,	741.917236,	822.550171,	]
[ 1289.810303,	1568.807129,	547.496887,	754.266907,	1379.308838,	1517.894531,	1014.636475,	1057.530151,	916.970520,	1068.276978,	1011.173706,	21.395876,	1433.737427,	1020.791016,	1106.605591,	710.082397,	1125.210815,	1493.928833,	904.998657,	618.442688,	528.028870,	1538.902588,	21.328278,	937.876038,	920.943970,	0.000000,	1568.807129,	14.637496,	1025.933594,	1053.107056,	]
[ 728.150269,	0.000000,	2049.903076,	2250.923584,	704.782959,	294.518921,	2571.170898,	2610.596436,	2119.501465,	2609.004150,	2299.028809,	1586.057007,	521.355957,	2546.966553,	2650.363037,	1941.698975,	2680.442871,	96.468300,	2110.094727,	1971.913696,	2048.091064,	59.527020,	1583.811401,	2426.395264,	2122.070312,	1568.807129,	0.000000,	1569.787109,	2555.820068,	1477.160645,	]
[ 1283.844482,	1569.787109,	538.966431,	746.214539,	1386.873901,	1516.055908,	1010.986389,	1053.548584,	903.382690,	1063.277710,	998.766602,	16.394600,	1439.605469,	1014.798157,	1101.870239,	696.194580,	1121.500854,	1495.506226,	891.404907,	605.744934,	520.433899,	1540.379639,	14.032827,	929.940125,	907.353149,	14.637496,	1569.787109,	0.000000,	1020.167480,	1040.144897,	]
[ 2114.035645,	2555.820068,	506.028137,	313.347565,	2400.315430,	2451.677246,	154.099609,	136.775894,	740.481628,	72.155472,	599.907837,	1005.437744,	2459.667725,	17.861179,	113.439598,	761.168762,	186.540512,	2490.119385,	738.666565,	646.251953,	509.224213,	2533.374512,	1006.735962,	185.321335,	741.917236,	1025.933594,	2555.820068,	1020.167480,	0.000000,	1511.559937,	]
[ 788.480286,	1477.160645,	1107.288940,	1220.381104,	1771.116211,	1242.514893,	1607.405273,	1624.745483,	821.962524,	1582.468262,	1013.555786,	1048.651611,	1702.547119,	1495.820557,	1624.930664,	750.481873,	1690.514160,	1462.120483,	817.922302,	880.717529,	1138.113892,	1488.792969,	1045.425415,	1331.071045,	822.550171,	1053.107056,	1477.160645,	1040.144897,	1511.559937,	0.000000,	]
];
